,ymd,bWendu,yWendu,tianqi,fengxiang,fengli,aqi,aqiInfo,aqiLevel,city_list
352,2020-12-18,17℃,9℃,多云,北风,3级,43,优,1,广州
353,2020-12-19,14℃,9℃,阴~多云,北风,4级,46,优,1,广州
354,2020-12-20,16℃,10℃,多云,北风,4级,57,良,2,广州
355,2020-12-21,18℃,10℃,多云,北风,3级,69,良,2,广州
356,2020-12-22,19℃,13℃,多云~小雨,北风,2级,78,良,2,广州
357,2020-12-23,23℃,14℃,阴~多云,北风,2级,71,良,2,广州
358,2020-12-24,20℃,11℃,多云,北风,3级,54,良,2,广州
359,2020-12-25,16℃,15℃,阴~多云,东北风,2级,71,良,2,广州
360,2020-12-26,22℃,16℃,多云,东南风,2级,88,良,2,广州
361,2020-12-27,26℃,16℃,多云~晴,西北风,1级,114,轻度污染,3,广州
362,2020-12-28,27℃,16℃,晴~多云,东南风,2级,90,良,2,广州
363,2020-12-29,27℃,9℃,多云,西北风,2级,73,良,2,广州
364,2020-12-30,14℃,5℃,晴,北风,5级,32,优,1,广州
365,2020-12-31,13℃,3℃,晴,东北风,4级,37,优,1,广州
